Year,ID,Please indicate your graduation status.,Please provide your year of enrollment (graduation year for graduates),Are you currently employed?,Are you pursuing a major other than Library and Information Science(LIS)?,Did you have a career goal when you entered school?,What is your intended career path at the time of admission?,Do you currently have a career goal?,What career path do you intend to pursue currently?,Why aren't you currently pursuing a career path?,"If your career aspirations have changed since you entered school, what prompted the change?",What influenced your career aspirations then and now?,What are your usual career concerns?,How do you usually approach concerns regarding your career?,What are your favorite topics in the library and information science curriculum?,Describe any supplementary courses you'd wish to be introduced within the Department of LIS,What are the benefits of a multidisciplinary major?,What are the disadvantages of a multidisciplinary major?,Do you believe that obtaining a multidisciplinary major will enhance your employment prospects?,Did you choose a multidisciplinary major during your undergraduate program?,What multidisciplinary major have you chosen?,"If you've designed your own major(self-design major) or pursued multiple majors, please provide a list of all the majors included in your program.",What influenced your decision to pursue this multidisciplinary major?,What are some of the challenges and issues you faced while completing a multidisciplinary program?,What influenced your choice to not complete a multidisciplinary major?,How do you usually get information about employment?,Did you feel that information within the department was adequately shared about employment opportunities (when you were an undergraduate student),What is your preferred method of sharing information about employment within your department?,What career enrichment programs do you think are needed in the LIS?,What career-related programs do you think are needed in the LIS?,Please write any desired career-related programs in LIS that were not mentioned in the above options.,How do you think we should communicate with undergraduate students and alumni?,What career paths do you think are available to a LIS major?,Please write any possible career paths for LIS majors that aren't mentioned in the above options.,What field of work are you currently in or aiming for?,What type of library do you work in or want to work in?,What is your desired/current specific occupation?,What is your desired/current job area?,Please write in any additional desired or current career field.,What annual salary range are you hoping for or currently earning?,How long do you expect/did it take to become prepared for employment?,Are you currently taking any steps to prepare for your desired career path and future employment?,What specific activities or preparations are you currently undertaking/did you previously engage in to position yourself for your desired career path?,What has stopped you from pursuing your desired career path?,What was the toughest hurdle you faced while getting prepared for your job/career field?,What is the most important value for you when choosing a career path after getting a job?,What is your second most important value when choosing a career path?,What is your third most important value when choosing a career path?,Did your work values change after starting your job/career?,What has become the most important factor for you when considering career paths after gaining work experience?,What has become the second most important factor for you when considering career paths after gaining work experience?,What has become the third most important factor for you when considering career paths after gaining work experience?,How satisfied are you with your current job?,Would you recommend your current workplace to undergraduate students in the LIS?,"Are you considering going to graduate school, or have you already attended?",Which graduate school do you want to attend or have you attended?,"When do you plan to start graduate school, or when did you actually start your studies?",What is the purpose of attending graduate school?,What were some of the challenges you faced while getting ready for graduate school?,Why haven't you thought about attending graduate school?,Do you plan to go to graduate school in the future?,What graduate school are you interested in attending in the future?
2021,20210123,Undergraduate students,2017,N/A,N/Q,Yes,Librarians;Archivist;Data specialist;Developers (programmers),Yes,Data specialist;Developers (programmers),N/A,Your desired career path is not different at either time,N/Q,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Talk to your seniors;Do an internet search;Keep to yourself,Information Science,Deeper data analysis;Statistics,Expand your career options,Time burden (possible extra semester),N/Q,Yes,Convergence major-Software Humanities,N/A,Related to my interests and aptitudes,Nothing,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Neither agree nor disagree,Mail (sharing job information via personal email);LIS group chatting,Job fairs and career consulting,N/Q,N/Q,Meet with current students/alumni face-to-face,Librarians;Data specialist,N/Q,Private enterprise,N/A,IT/Internet;Other,N/A,N/A,Over 40 million won and under 45 million won,Within 1 year,Yes,Grades;Other,N/A,N/A,Salary,Aptitude and interest,Job security,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate;Other department in same university as undergraduate;Other department in other university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise;Other,N/Q,N/A,N/A,N/A
2021,20210124,Undergraduate students,2018,N/A,N/Q,No,N/A,Yes,Universities(Professor or Staff);Data specialist;Government employees (except librarians),N/A,Other,N/Q,"I don't know what I'm interested in;No place to get career information;I'm thinking about a career, but I don't have a clear direction",Ask a professor for a consultation;Do an internet search,Information Science,Deeper data analysis,Interdisciplinary opportunities;Expand your career options,Credit burden,N/Q,Yes,Multi major-Department of Applied Statistics,N/A,Other,Burden of amount of studies,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.)",Strongly disagree,LIS website;Regular meetings between alumni and current students;Lectures about career,Job fairs and career consulting,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website;Everytime(student online community)",Other,N/Q,Government employees (except librarians),N/A,N/A,Researcher,N/A,Over 55 million won,3 years,Yes,Grades;Earn certifications;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Aptitude and interest,Work-Life balance,Job security,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate;LIS in other university as undergraduate;Other department in other university as undergraduate,Immediately after graduation,Self-development;Get ready for work,N/Q,N/A,N/A,N/A
2021,20210125,Undergraduate students,2016,N/A,N/Q,Yes,Librarians;Teacher librarians;Publishing;Journalist;Private enterprise,Yes,Librarians;Private enterprise;Public enterprise,N/A,Your desired career path is not different at either time,N/Q,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Ask a professor for a consultation;Do an internet search;Keep to yourself,Bibliography,Explore careers in Library and Information Science,Expand your career options,Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);The University's Career Center (e.g. Rainbow System)",Disagree,LIS website;Mail (sharing job information via personal email);LIS group chatting;Lectures about career,Job fairs and career consulting,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website",Librarians;Data specialist;Archivist,N/Q,Private enterprise,N/A,Distribution/Sales,N/A,N/A,Over 25 million won and under 30 million won,Within 1 year,Yes,Earn certifications;Practical exercise/Internship,N/A,N/A,Salary,Aptitude and interest,Job security,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Other,N/A,N/A
2021,20210126,Undergraduate students,2018,N/A,N/Q,No,N/A,No,N/A,Not yet thinking about a career path;Lack of information about possible career paths for LIS majors;You don't know what you're good at yet,No desired career path in either period,N/Q,"I don't know what I'm interested in;No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Keep to yourself;Do nothing,Information Service,N/R,Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,Yes,Multi major-College of Software,N/A,Related to my interests and aptitudes,Burden of contents of studies,N/A,The University's Career Center (e.g. Rainbow System),Disagree,Mail (sharing job information via personal email);Lectures about career,N/R,N/Q,N/Q,LIS website;LIS official Instagram,Librarians;Data specialist;Archivist,N/Q,Librarians,National libraries,N/A,N/A,N/A,Over 45 million won and under 50 million won,2 years,No,N/A,I don't have a set career path.,N/Q,Aptitude and interest,Job security,Salary,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees,N/A,N/A
2021,20210127,Undergraduate students,2017,N/A,N/Q,Yes,Librarians;Publishing;Universities(Professor or Staff);Journalist;Private enterprise;Public enterprise,Yes,Librarians;Publishing;Universities(Professor or Staff);Private enterprise;Public enterprise,N/A,Your desired career path is not different at either time,N/Q,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search,Classification and cataloging,Reading,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,Yes,Convergence major-Cultural Content,N/A,Related to my interests and aptitudes,Burden of amount of studies,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Strongly disagree,LIS website;Mail (sharing job information via personal email);LIS group chatting;Regular meetings between alumni and current students,N/R,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.)",Publishing,N/Q,Private enterprise,N/A,Distribution/Sales,N/A,N/A,Over 20 million won and under 25 million won,1 year,Yes,Grades;Earn certifications,N/A,N/A,Aptitude and interest,Job security,Salary,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Other department in same university as undergraduate,After graduation and getting a job,Self-development,N/Q,N/A,N/A,N/A
2021,20210128,Undergraduate students,2017,N/A,N/Q,No,N/A,No,N/A,Lack of values about the direction of your personal life;You don't know what you're good at yet;You don't know what you like yet,No desired career path in either period,N/Q,"I'm thinking about a career, but I don't have a clear direction",Keep to yourself,Information Service,N/R,Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Government job sites (e.g. WorkNet, WorldJob, etc.)",Strongly disagree,Mail (sharing job information via personal email);LIS group chatting,N/R,N/Q,N/Q,LIS group chatting;Meet with current students/alumni face-to-face,E,N/Q,Private enterprise,N/A,Management/Office,N/A,N/A,Over 20 million won and under 25 million won,1 year,No,N/A,I don't have a set career path.,N/Q,Salary,Aptitude and interest,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees,N/A,N/A
2021,20210129,Undergraduate students,2020,N/A,N/Q,Yes,Librarians;Teacher librarians;Journalist;Government employees (except librarians),Yes,Librarians;Teacher librarians;Journalist;Government employees (except librarians),N/A,Your desired career path is not different at either time,N/Q,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Do an internet search;Keep to yourself,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden;Time burden (possible extra semester),N/Q,Yes,Multi major-School of Media & Communication,N/A,To fulfill career requirements;To broaden your job search,Difficulty signing up for a course,N/A,"Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS group chatting;Regular meetings between alumni and current students;Lectures about career,Mentoring from department seniors and incumbents,N/Q,N/Q,Meet with current students/alumni face-to-face,Librarians;Various,N/Q,Private enterprise,N/A,Management/Office,N/A,N/A,Over 55 million won,4 years,No,N/A,"I have a career path in mind, but I'm not sure what I want to do.",N/Q,Aptitude and interest,Self-realization,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate;Other department in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210130,Undergraduate students,2019,N/A,N/Q,No,N/A,Yes,Librarians,N/A,Your desired career path is not different at either time,N/Q,No place to get career information,Discuss with friends,Library management,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS official Instagram;Regular meetings between alumni and current students;Lectures about career,N/R,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.)",Librarians;Data specialist;Archivist;Publishing,N/Q,Librarians,National libraries;Public libraries,N/A,N/A,N/A,Over 25 million won and under 30 million won,1 year,Yes,Grades,N/A,N/A,Work-Life balance,Aptitude and interest,Job security,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2021,20210131,Undergraduate students,2020,N/A,N/Q,Yes,Journalist;Private enterprise;Public enterprise,No,N/A,Lack of values about the direction of your personal life,Other,N/Q,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden,N/Q,No,N/A,N/A,N/A,N/A,E,"Internet portal sites (e.g. Google, Naver, etc.)",Strongly agree,LIS group chatting,N/R,N/Q,N/Q,LIS group chatting;LIS website,Various,N/Q,Private enterprise,N/A,Management/Office,N/A,N/A,Over 25 million won and under 30 million won,3 years,Yes,Earn certifications;Practical exercise/Internship,N/A,N/A,Salary,Aptitude and interest,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2021,20210132,Undergraduate students,2021,N/A,N/Q,No,N/A,No,N/A,Lack of information about possible career paths for LIS majors;You don't know what you're good at yet;You don't know what you like yet,No desired career path in either period,N/Q,"I'm thinking about a career, but I don't have a clear direction",Do an internet search;Keep to yourself,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden,N/Q,No,N/A,N/A,N/A,N/A,E,"Government job sites (e.g. WorkNet, WorldJob, etc.)",Neither agree nor disagree,LIS website;LIS group chatting;Lectures about career,N/R,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS website",Librarians,N/Q,Public enterprise,N/A,Management/Office;IT/Internet,N/A,N/A,Over 35 million won and under 40 million won,2 years,No,N/A,I don't have a set career path.,N/Q,Aptitude and interest,Work-Life balance,Job security,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2021,20210133,Undergraduate students,2018,N/A,N/Q,Yes,Librarians;Data specialist,No,N/A,Lack of values about the direction of your personal life;You don't know what you're good at yet;You don't know what you like yet,Identify new aptitudes/interests,N/Q,"I don't know what I'm interested in;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Ask a professor for a consultation;Do an internet search;Browse in Everytime;Keep to yourself,Information Science,Information Science,Interdisciplinary opportunities;Expand your career options,Workload burden,N/Q,Yes,Multi major-Department of English Language and Literature,N/A,Related to my interests and aptitudes,Difficulty signing up for a course;Lack of information,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Strongly disagree,LIS group chatting;Regular meetings between alumni and current students,N/R,N/Q,N/Q,Meet with current students/alumni face-to-face;LIS website;LIS official Instagram;Everytime(student online community),Librarians;Archivist;Data specialist,N/Q,Librarians,National libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,3 years,Yes,Grades;Language preparation;Practical exercise/Internship;External activities (supporters/societies/clubs/studies/etc.),N/A,N/A,Self-realization,Salary,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,High tuition fees,N/A,N/A
2021,20210134,Undergraduate students,2018,N/A,N/Q,Yes,Librarians;Teacher librarians,Yes,Librarians,N/A,Other,N/Q,No worries,Discuss with friends;Talk to your seniors;Do an internet search,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,E,"Internet portal sites (e.g. Google, Naver, etc.);The University's Career Center (e.g. Rainbow System)",Neither agree nor disagree,LIS official Instagram;LIS website;Lectures about career,N/R,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS website",Librarians;Various,N/Q,Librarians,Public libraries,N/A,N/A,N/A,Over 45 million won and under 50 million won,Within 1 year,Yes,Earn certifications;Volunteer activity,N/A,N/A,Work-Life balance,Aptitude and interest,Salary,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees,N/A,N/A
2021,20210135,Undergraduate students,2017,N/A,N/Q,No,N/A,Yes,Librarians;Publishing;Private enterprise,N/A,Other,N/Q,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search;Utilize your school's career counseling center,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden,N/Q,No,N/A,N/A,N/A,N/A,E,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);The University's Career Center (e.g. Rainbow System)",Disagree,LIS website;Mail (sharing job information via personal email),Other,N/Q,N/Q,LIS website,Librarians;Various,N/Q,Librarians,Public libraries,N/A,N/A,N/A,Over 25 million won and under 30 million won,3 years,Yes,Grades;Earn certifications;External activities (supporters/societies/clubs/studies/etc.),N/A,N/A,Aptitude and interest,Self-realization,Job security,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
